difficulty,total_hours,enrolled,rating,institution,Label
beginner,8.0,10211.0,4.4,Sapienza University of Rome,14
beginner,26.0,12010.0,4.7,"University of California, Irvine",15
beginner,33.0,61032.0,4.5,University of Illinois at Urbana-Champaign,-1
intermediate,2.0,4726.0,4.7,Coursera,9
intermediate,11.0,0.0,4.7,Google Cloud,4
beginner,9.0,41326.0,4.6,Northwestern University,10
beginner,11.0,2903.0,4.5,University of Colorado System,13
beginner,17.0,0.0,4.5,Peter the Great St. Petersburg Polytechnic University,-1
beginner,4.0,0.0,4.7,University of Leeds,5
beginner,15.0,47002.0,4.8,The State University of New York,1
intermediate,11.0,0.0,4.4,Google Cloud,-1
beginner,6.0,5985.0,4.8,,1
intermediate,30.0,28163.0,4.7,Universiteit Leiden,8
beginner,24.0,11233.0,4.7,HSE University,15
intermediate,8.0,6533.0,4.8,Imperial College London,2
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,2384.0,4.7,Coursera,16
intermediate,1.5,1995.0,4.7,Coursera,9
intermediate,15.0,16666.0,4.6,Google Cloud,11
beginner,23.0,26315.0,4.2,University of Geneva,14
beginner,32.0,12818.0,4.7,Yonsei University,15
intermediate,48.0,102146.0,4.7,The Hong Kong University of Science and Technology,8
beginner,18.0,58475.0,4.6,"University of Maryland, College Park",10
intermediate,6.0,30089.0,4.8,Tel Aviv University,2
beginner,8.0,8406.0,4.6,University of Pennsylvania,10
beginner,20.0,9868.0,4.6,Universiteit Leiden,10
beginner,6.0,5471.0,4.7,,15
beginner,12.0,18034.0,4.7,Northwestern University,15
intermediate,2.0,0.0,4.7,Coursera,3
beginner,8.0,2046.0,4.4,University of Florida,-1
beginner,12.0,0.0,4.7,University of Colorado Boulder,5
beginner,25.0,1816.0,4.6,The Chinese University of Hong Kong,10
beginner,8.0,24940.0,4.8,University of Geneva,1
beginner,18.0,0.0,4.7,Macquarie University,5
beginner,8.0,3983.0,4.8,University of Rochester,1
intermediate,17.0,27342.0,4.6,University at Buffalo,11
beginner,11.0,70027.0,4.8,Tel Aviv University,1
beginner,5.0,39819.0,4.4,"University of California, Irvine",-1
beginner,12.0,7432.0,4.9,Institute for the Future,0
beginner,18.0,2948.0,4.6,University of Colorado System,10
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,14.0,4348.0,4.7,University of Amsterdam,8
beginner,17.0,69920.0,4.8,University of London,1
intermediate,23.0,13337.0,4.6,EIT Digital ,11
beginner,26.0,4448.0,4.5,École Polytechnique Fédérale de Lausanne,13
intermediate,55.0,5681.0,4.7,Coursera,8
intermediate,2.0,9772.0,4.7,Coursera,9
intermediate,1.5,0.0,4.7,Coursera,3
intermediate,17.0,14778.0,4.7,Instituto Tecnológico de Aeronáutica,8
beginner,9.0,6345.0,4.3,National Research Tomsk State University,14
beginner,18.0,30285.0,4.9,Macquarie University,0
beginner,5.0,322230.0,4.8,DeepLearning.AI,1
beginner,9.0,17806.0,4.5,Erasmus University Rotterdam,13
beginner,13.0,30790.0,4.6,École Polytechnique Fédérale de Lausanne,10
beginner,19.0,15060.0,4.8,University of Alberta,1
intermediate,14.0,0.0,4.9,University of Copenhagen,-1
beginner,14.0,10933.0,4.8,University of Michigan,1
intermediate,23.0,13159.0,4.8,Autodesk,2
beginner,8.0,4955.0,4.6,University of Rochester,10
beginner,2.0,37701.0,4.7,Coursera,-1
intermediate,9.0,0.0,4.7,LearnQuest,4
beginner,19.0,35432.0,4.9,University of Florida,0
beginner,9.0,8265.0,4.7,Ludwig-Maximilians-Universität München (LMU),15
beginner,16.0,16342.0,4.7,University of Colorado System,15
beginner,16.0,12497.0,4.7,University of Michigan,15
beginner,12.0,4774.0,4.8,University of Colorado System,1
beginner,60.0,0.0,4.7,Coursera,5
beginner,20.0,43222.0,4.8,Duke University,1
beginner,6.0,182152.0,4.7,Universidad Nacional Autónoma de México,-1
beginner,11.0,31037.0,4.7,California Institute of the Arts,15
beginner,24.0,4635.0,4.9,SAS,0
beginner,20.0,2550.0,4.8,University of Zurich,1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,8.0,0.0,4.5,Google Cloud,-1
beginner,7.0,11676.0,4.6,University of Rochester,10
beginner,8.0,85968.0,4.7,University of Alberta,15
beginner,6.0,47548.0,4.6,The University of Edinburgh,10
beginner,15.0,22882.0,4.8,École des Ponts ParisTech,1
beginner,14.0,20113.0,4.4,CentraleSupélec,14
beginner,30.0,17297.0,4.5,"University of California, Santa Cruz",13
intermediate,14.0,0.0,4.6,LearnQuest,-1
beginner,6.0,25939.0,4.7,Northwestern University,15
beginner,24.0,5298.0,4.7,Technion - Israel Institute of Technology,15
beginner,11.0,0.0,4.7,Stanford University,5
intermediate,20.0,13391.0,4.5,"University of California, Irvine",12
beginner,17.0,48159.0,4.8,University of Copenhagen,1
beginner,12.0,22613.0,4.8,Duke University,1
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,9.0,9406.0,3.9,University of Colorado System,12
intermediate,8.0,0.0,4.7,Google Cloud,4
intermediate,12.0,33799.0,4.9,Stanford University,-1
beginner,22.0,41433.0,4.7,University of Minnesota,15
intermediate,13.0,72031.0,4.6,DeepLearning.AI,11
beginner,9.0,8051.0,4.3,Michigan State University,14
intermediate,1.75,0.0,4.7,Coursera,3
beginner,9.0,97403.0,4.7,Wesleyan University,15
beginner,13.0,7987.0,4.9,SAS,0
beginner,16.0,26156.0,4.7,ESSEC Business School,15
beginner,7.0,17552.0,4.8,Tel Aviv University,1
beginner,8.0,93368.0,4.0,Indian School of Business,-1
beginner,2.5,7368.0,4.7,Coursera,16
beginner,13.0,7381.0,4.5,University of Zurich,13
beginner,14.0,0.0,4.7,Advancing Women in Product,5
beginner,13.0,6565.0,4.3,École Polytechnique Fédérale de Lausanne,14
beginner,35.0,34137.0,4.8,Universidad de los Andes,1
intermediate,24.0,9536.0,4.8,Eindhoven University of Technology,2
beginner,10.0,18020.0,4.6,University of Michigan,10
beginner,17.0,0.0,4.7,Saint Petersburg State University,5
beginner,16.0,2146.0,4.3,Sciences Po,14
advanced,15.0,12915.0,4.4,Google Cloud,12
intermediate,8.0,0.0,4.9,Google Cloud,-1
beginner,11.0,9099.0,4.6,University of Colorado System,10
beginner,17.0,49751.0,4.9,Yale University,0
beginner,15.0,0.0,4.8,CertNexus,-1
beginner,50.0,1810.0,4.7,Coursera,-1
intermediate,12.0,6648.0,4.6,Erasmus University Rotterdam,11
intermediate,15.0,0.0,4.7,Utrecht University,4
intermediate,8.0,3436.0,4.7,Berklee College of Music,8
beginner,7.0,49469.0,4.8,Tel Aviv University,1
beginner,22.0,101331.0,4.8,Universiteit Leiden,1
intermediate,12.0,36815.0,4.6,Indian School of Business,11
intermediate,2.0,4260.0,4.7,Coursera,9
beginner,16.0,24719.0,4.5,École Polytechnique Fédérale de Lausanne,13
intermediate,16.0,279325.0,4.8,DeepLearning.AI,2
intermediate,14.0,19784.0,4.7,Northwestern University,8
beginner,11.0,0.0,4.7,Saint Petersburg State University,5
beginner,15.0,5722.0,4.6,Advancing Women in Product,10
intermediate,2.0,0.0,4.7,Coursera,3
beginner,2.0,0.0,4.7,Coursera,7
intermediate,8.0,0.0,4.7,Google Cloud,4
beginner,14.0,7185.0,4.7,,15
beginner,22.0,5536.0,4.8,The University of Sydney,1
intermediate,16.0,6251.0,4.8,University of Colorado System,2
beginner,12.0,14614.0,4.8,Yonsei University,1
beginner,6.0,5987.0,4.8,Universitat Autònoma de Barcelona,1
beginner,6.0,6932.0,4.5,Universitat de Barcelona,13
beginner,4.0,32768.0,4.6,Tel Aviv University,10
beginner,19.0,4223.0,4.8,University of Pennsylvania,1
intermediate,20.0,0.0,4.4,"University of California, Irvine",-1
beginner,17.0,1555.0,4.8,(ISC)²,1
beginner,17.0,3769.0,4.8,University System of Georgia,1
intermediate,2.0,5749.0,4.7,Coursera,9
beginner,100.0,0.0,4.7,Coursera,-1
beginner,9.0,9251.0,4.4,Universitat Autònoma de Barcelona,14
beginner,31.0,85732.0,4.8,"University of California, Davis",1
beginner,14.0,2076.0,4.7,The Chinese University of Hong Kong,15
intermediate,19.0,3061.0,4.8,University of Colorado System,2
intermediate,8.0,20300.0,4.6,Google Cloud,11
beginner,12.0,8855.0,4.8,Tel Aviv University,1
beginner,24.0,51010.0,4.7,HSE University,15
beginner,7.0,0.0,4.7,University of Amsterdam,5
beginner,5.0,4497.0,4.7,,15
beginner,12.0,8092.0,4.8,IE Business School,1
beginner,25.0,5355.0,4.7,Yale University,15
intermediate,1.0,0.0,4.7,Coursera,3
beginner,2.0,4536.0,4.7,Coursera,16
intermediate,2.0,5246.0,4.7,Coursera,9
beginner,13.0,2264.0,4.7,University of California San Diego,15
beginner,15.0,40077.0,4.6,,10
beginner,19.0,6517.0,4.5,Berklee College of Music,13
beginner,10.0,47569.0,4.7,Duke University,15
beginner,24.0,9866.0,4.8,Macquarie University,1
beginner,12.0,0.0,4.7,University of Colorado Boulder,5
beginner,13.0,6476.0,4.8,The Chinese University of Hong Kong,1
intermediate,14.0,4788.0,4.8,University of Colorado System,2
beginner,2.0,3539.0,4.7,Coursera,16
beginner,12.0,43162.0,4.8,University of Illinois at Urbana-Champaign,1
beginner,10.0,0.0,4.7,"University of California, Davis",5
beginner,20.0,0.0,4.7,Hebrew University of Jerusalem,5
beginner,19.0,52115.0,4.6,Google,10
beginner,5.0,2854.0,4.8,Rutgers the State University of New Jersey,1
beginner,7.0,3831.0,4.6,,10
intermediate,2.0,0.0,4.7,Coursera,3
intermediate,120.0,10296.0,4.7,Coursera,8
beginner,11.0,0.0,4.7,University of California San Diego,5
beginner,8.0,2849.0,4.7,Fundação Instituto de Administração,15
beginner,11.0,27023.0,4.8,University of Rochester,1
beginner,11.0,14311.0,4.6,,10
beginner,1.0,0.0,4.7,Coursera,6
intermediate,11.0,1954.0,4.3,IBM,12
intermediate,15.0,34938.0,4.5,HSE University,12
intermediate,9.0,6806.0,4.5,National University of Singapore,12
beginner,10.0,7344.0,4.5,University of Colorado Boulder,13
advanced,32.0,31920.0,4.6,University of Colorado Boulder,11
intermediate,29.0,10632.0,4.9,University of Geneva,-1
intermediate,16.0,14096.0,4.9,University of Pennsylvania,-1
beginner,19.0,42157.0,4.7,,15
beginner,12.0,28107.0,4.7,University of Illinois at Urbana-Champaign,15
intermediate,47.0,0.0,4.7,IBM,4
beginner,32.0,49521.0,4.6,The University of Chicago,10
beginner,64.0,103796.0,4.8,Yale University,1
beginner,12.0,33659.0,4.7,Rutgers the State University of New Jersey,15
beginner,1.0,0.0,4.7,Coursera,6
beginner,12.0,0.0,4.7,University of California San Diego,5
beginner,12.0,3172.0,4.2,"University of California, Irvine",14
beginner,2.0,0.0,4.5,Icahn School of Medicine at Mount Sinai,-1
beginner,5.0,0.0,4.8,E-Learning Development Fund,-1
beginner,16.0,26448.0,4.8,University of Washington,1
advanced,2.0,0.0,4.7,Coursera,3
intermediate,55.0,8717.0,4.5,University of Colorado Boulder,12
advanced,5.0,3974.0,4.2,École Polytechnique,12
beginner,6.0,2317.0,4.7,Georgia Institute of Technology,15
beginner,11.0,118301.0,4.7,University of Geneva,15
beginner,10.0,4527.0,4.7,Universitat Autònoma de Barcelona,15
intermediate,19.0,17220.0,4.7,Duke University,8
beginner,16.0,52025.0,4.8,The University of Edinburgh,1
beginner,21.0,20200.0,4.7,Universidad Austral,15
beginner,12.0,49284.0,4.6,Georgia Institute of Technology,10
beginner,10.0,3385.0,4.8,University System of Georgia,1
beginner,11.0,4619.0,4.9,University of California San Diego,0
intermediate,1.5,2546.0,4.7,Coursera,9
beginner,2.0,0.0,4.7,Coursera,7
beginner,1.0,0.0,4.7,Coursera,6
intermediate,4.0,6629.0,4.2,EIT Digital ,-1
beginner,8.0,0.0,4.7,University of Toronto,5
beginner,9.0,8267.0,4.3,"University of California, Irvine",14
beginner,14.0,31223.0,4.8,University of Washington,1
intermediate,21.0,18262.0,4.8,SAS,2
intermediate,2.0,0.0,4.7,Coursera,3
advanced,13.0,18058.0,4.4,University of Colorado Boulder,12
beginner,21.0,34739.0,4.8,University of Michigan,1
beginner,27.0,20631.0,4.3,EIT Digital ,14
beginner,16.0,22420.0,4.5,HEC Paris,13
beginner,25.0,86412.0,4.8,"University of California, Irvine",1
intermediate,0.0,0.0,4.7,Coursera,-1
beginner,12.0,5822.0,4.8,University of Colorado System,1
beginner,19.0,44297.0,4.8,Berklee College of Music,1
beginner,7.0,16647.0,4.7,University of Michigan,15
beginner,14.0,43141.0,4.7,Rutgers the State University of New Jersey,15
beginner,13.0,2386.0,5.0,University of California San Diego,-1
intermediate,10.0,0.0,4.7,DeepLearning.AI,4
advanced,2.0,3437.0,4.7,Coursera,9
beginner,34.0,279151.0,4.7,Google,-1
beginner,16.0,24569.0,4.8,University of Washington,1
beginner,6.0,6837.0,4.6,Duke University,10
advanced,4.0,3170.0,4.7,EIT Digital ,-1
beginner,16.0,15306.0,4.6,IESE Business School,10
beginner,22.0,76359.0,4.5,Michigan State University,13
beginner,60.0,0.0,4.7,Coursera,5
beginner,18.0,4449.0,4.7,University of Minnesota,15
intermediate,10.0,31359.0,4.5,University of Alberta,12
beginner,81.0,114218.0,4.9,Stanford University,0
intermediate,14.0,31128.0,4.8,Stanford University,2
beginner,21.0,173120.0,4.7,"University of California, Irvine",15
beginner,7.0,43468.0,4.6,University of Copenhagen,10
beginner,5.0,29463.0,4.6,"University of California, Irvine",10
beginner,12.0,50000.0,4.8,Rutgers the State University of New Jersey,1
intermediate,23.0,27828.0,4.7,University of London,8
advanced,13.0,10506.0,4.7,University of Colorado Boulder,8
beginner,11.0,18532.0,4.6,ESSEC Business School,10
advanced,4.0,2648.0,4.4,EIT Digital ,-1
beginner,15.0,20941.0,4.6,University of Houston,10
intermediate,2.0,0.0,4.7,Coursera,3
beginner,16.0,703743.0,4.7,Georgia Institute of Technology,-1
beginner,10.0,9993.0,3.7,University of London,14
beginner,12.0,6307.0,4.6,The Chinese University of Hong Kong,10
beginner,19.0,21476.0,4.6,Copenhagen Business School,10
intermediate,1.0,0.0,4.7,Coursera,3
intermediate,1.0,0.0,4.7,Coursera,3
advanced,30.0,50652.0,4.8,Stanford University,2
intermediate,1.0,2864.0,4.8,Rice University,-1
beginner,15.0,14205.0,4.6,Northwestern University,10
beginner,19.0,5405.0,4.8,Copenhagen Business School,1
beginner,1.0,0.0,4.7,Coursera,6
intermediate,96.0,6682.0,4.7,,8
intermediate,5.0,2935.0,4.3,EIT Digital ,12
beginner,14.0,3276.0,4.9,University of Cape Town,0
beginner,10.0,1594.0,4.7,University of Colorado Boulder,15
beginner,18.0,44432.0,4.7,Korea Advanced Institute of Science and Technology(KAIST),15
intermediate,12.0,15950.0,4.4,Yonsei University,12
advanced,2.0,6521.0,4.7,Coursera,9
beginner,8.0,80779.0,4.7,California Institute of the Arts,15
beginner,9.0,25852.0,4.2,,14
beginner,16.0,26136.0,4.5,Copenhagen Business School,13
beginner,26.0,27346.0,4.7,Rice University,15
intermediate,25.0,5143.0,4.9,University of Florida,-1
beginner,1.0,0.0,4.7,Coursera,6
intermediate,2.0,0.0,4.7,Coursera,3
beginner,10.0,53662.0,4.8,University of Copenhagen,1
beginner,12.0,5488.0,4.8,University of Michigan,1
beginner,27.0,102037.0,4.8,University of Cape Town,1
beginner,14.0,10823.0,4.8,University of Rochester,1
beginner,24.0,28701.0,4.8,The University of Melbourne,1
advanced,14.0,9684.0,4.5,HSE University,12
beginner,13.0,16387.0,4.8,Rutgers the State University of New Jersey,1
beginner,10.0,64428.0,4.8,Relay Graduate School of Education,1
beginner,20.0,21871.0,4.7,Emory University,15
beginner,12.0,3235.0,4.6,IBM,10
beginner,20.0,61220.0,4.8,Hebrew University of Jerusalem,1
beginner,14.0,15004.0,4.9,University of Toronto,0
beginner,120.0,0.0,4.7,Coursera,-1
beginner,6.0,3275.0,4.6,The Hong Kong University of Science and Technology,10
beginner,15.0,4814.0,4.7,"University of California, Irvine",15
beginner,12.0,4459.0,4.7,Lund University,15
beginner,11.0,2197.0,4.8,Columbia University,1
beginner,19.0,3578.0,4.5,Universitat de Barcelona,13
beginner,10.0,244118.0,4.8,University of Colorado Boulder,1
intermediate,1.5,0.0,4.7,Coursera,3
intermediate,2.0,0.0,4.7,Coursera,3
beginner,9.0,7560.0,4.7,University System of Georgia,15
beginner,12.0,15052.0,4.9,University of Colorado System,0
beginner,14.0,38386.0,4.8,University of Rochester,1
beginner,8.0,135120.0,4.7,Rutgers the State University of New Jersey,15
beginner,21.0,9788.0,3.8,"University of California, Irvine",14
beginner,8.0,4878.0,4.7,University of Colorado Boulder,15
advanced,14.0,2697.0,4.8,University of Colorado Boulder,2
intermediate,10.0,0.0,4.7,Stanford University,4
beginner,10.0,6629.0,4.8,The Chinese University of Hong Kong,1
intermediate,168.0,23211.0,4.8,Rice University,2
beginner,44.0,2379.0,4.8,SAS,1
intermediate,17.0,14017.0,4.4,"University of California, Irvine",12
beginner,6.0,0.0,4.7,Pohang University of Science and Technology,5
intermediate,2.0,0.0,4.7,Coursera,3
beginner,23.0,4241.0,5.0,University of Illinois at Urbana-Champaign,-1
intermediate,46.0,7873.0,4.6,École Polytechnique Fédérale de Lausanne,11
beginner,16.0,0.0,4.6,The Hong Kong University of Science and Technology,-1
intermediate,16.0,39875.0,4.7,University System of Georgia,8
beginner,8.0,6563.0,4.6,The Hong Kong University of Science and Technology,10
beginner,23.0,5766.0,4.9,"University of California, Irvine",0
beginner,2.0,0.0,4.7,Coursera,7
